theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.9162978572970228,1.5707963267948966,15.715061258520665,25.81899291832989,18.84428755473065,22.64149489877477,60,10,32.7C
