Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,41444,39451,40096,33974,81540,73425
1,D,15233,66233,4605,61227,19838,127460
2,R,70959,9840,60692,20241,131651,30081
3,V,38728,42873,42205,32556,80933,75429
4,A,63654,16073,79879,4086,143533,20159
5,L,9243,72120,26524,44718,35767,116838
