,Measurement Basis,TT,TR,RT,RR
0,H,41444,39451,40096,33974
1,D,15233,66233,4605,61227
2,R,70959,9840,60692,20241
3,V,38728,42873,42205,32556
4,A,63654,16073,79879,4086
5,L,9243,72120,26524,44718
