Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,82192,18166,114857,16084,197049,34250
1,D,76139,26240,83017,41174,159156,67414
2,R,70808,32865,106811,22325,177619,55190
3,V,15552,98474,22379,87085,37931,185559
4,A,21184,91415,48635,68384,69819,159799
5,L,27365,85555,22740,89776,50105,175331
