,Measurement Basis,TT,TR,RT,RR
0,H,48968,56924,71027,48116
1,D,97419,576,120659,9639
2,R,52819,54249,101724,25417
3,V,48036,57302,67699,50215
4,A,354,116459,11377,97229
5,L,44879,62553,29915,80827
