Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48968,56924,71027,48116,119995,105040
1,D,97419,576,120659,9639,218078,10215
2,R,52819,54249,101724,25417,154543,79666
3,V,48036,57302,67699,50215,115735,107517
4,A,354,116459,11377,97229,11731,213688
5,L,44879,62553,29915,80827,74794,143380
