,Measurement Basis,TT,TR,RT,RR
0,H,141678,466,174400,939
1,D,72823,72260,86358,71368
2,R,70639,74422,83270,73536
3,V,297,145876,3810,131388
4,A,69180,74354,86507,70873
5,L,71254,73197,86463,70600
