,Measurement Basis,TT,TR,RT,RR
0,H,91429,36091,92572,28213
1,D,113722,13358,124082,5852
2,R,37550,89351,64680,51346
3,V,35813,91606,44654,64138
4,A,13027,113596,5494,94917
5,L,88629,38212,63542,50930
