Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,91429,36091,92572,28213,184001,64304
1,D,113722,13358,124082,5852,237804,19210
2,R,37550,89351,64680,51346,102230,140697
3,V,35813,91606,44654,64138,80467,155744
4,A,13027,113596,5494,94917,18521,208513
5,L,88629,38212,63542,50930,152171,89142
