Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32927,28759,29143,27195,62070,55954
1,D,61967,1268,55843,1086,117810,2354
2,R,24783,36899,35162,20740,59945,57639
3,V,29901,31551,31136,24862,61037,56413
4,A,1185,58814,1292,54045,2477,112859
5,L,38677,23840,21585,33823,60262,57663
