data_dir,C,SB,DB_V,DB_H,N
2025-06-20--19h-08m-00s,4.0,12.0,183.0,1.0,200.0
2025-06-20--19h-08m-00s,5.0,11.0,184.0,0.0,200.0
2025-06-20--19h-08m-00s,6.0,9.0,185.0,0.0,200.0
2025-06-20--19h-08m-00s,2.0,9.0,188.0,1.0,200.0
2025-06-20--19h-08m-00s,3.0,6.0,191.0,0.0,200.0
2025-06-20--19h-08m-00s,1.0,3.0,196.0,0.0,200.0
2025-06-20--19h-08m-00s,2.0,11.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,2.0,9.0,189.0,0.0,200.0
2025-06-20--19h-08m-00s,4.0,6.0,190.0,0.0,200.0
2025-06-20--19h-08m-00s,3.0,4.0,193.0,0.0,200.0
2025-06-20--19h-08m-00s,9.0,4.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,5.0,9.0,186.0,0.0,200.0
2025-06-20--19h-08m-00s,3.0,2.0,195.0,0.0,200.0
2025-06-20--19h-08m-00s,7.0,6.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,3.0,5.0,192.0,0.0,200.0
2025-06-20--19h-08m-00s,3.0,6.0,191.0,0.0,200.0
2025-06-20--19h-08m-00s,4.0,10.0,186.0,0.0,200.0
2025-06-20--19h-08m-00s,8.0,3.0,189.0,0.0,200.0
2025-06-20--19h-08m-00s,6.0,7.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,8.0,6.0,186.0,0.0,200.0
2025-06-20--19h-08m-00s,4.0,5.0,191.0,0.0,200.0
2025-06-20--19h-08m-00s,5.0,9.0,186.0,0.0,200.0
2025-06-20--19h-08m-00s,2.0,5.0,193.0,0.0,200.0
2025-06-20--19h-08m-00s,3.0,10.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,6.0,6.0,188.0,0.0,200.0
2025-06-20--19h-08m-00s,1.0,7.0,192.0,0.0,200.0
2025-06-20--19h-08m-00s,5.0,7.0,188.0,0.0,200.0
2025-06-20--19h-08m-00s,5.0,8.0,187.0,0.0,200.0
2025-06-20--19h-08m-00s,2.0,7.0,190.0,1.0,200.0
2025-06-20--19h-08m-00s,0.0,5.0,195.0,0.0,200.0
2025-06-20--19h-08m-00s,1.0,7.0,192.0,0.0,200.0
