,Measurement Basis,TT,TR,RT,RR
0,H,121909,21875,144399,21302
1,D,26958,122446,24359,117712
2,R,92806,53800,75739,76712
3,V,20672,128010,20630,117234
4,A,117273,28572,141809,23718
5,L,51573,96901,88122,66663
