detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
9,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
9,10,H,H,0,0,2025-05-30--14h-03m-18s-288021
11,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
10,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
10,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,9,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,10,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,4,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,7,H,H,0,0,2025-05-30--14h-03m-18s-288021
1,2,H,H,0,0,2025-05-30--14h-03m-18s-288021
4,9,H,H,0,0,2025-05-30--14h-03m-18s-288021
4,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
4,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
4,10,H,H,0,0,2025-05-30--14h-03m-18s-288021
4,7,H,H,0,0,2025-05-30--14h-03m-18s-288021
7,9,H,H,0,0,2025-05-30--14h-03m-18s-288021
7,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
7,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
7,10,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,9,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,12,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,11,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,10,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,4,H,H,0,0,2025-05-30--14h-03m-18s-288021
2,7,H,H,0,0,2025-05-30--14h-03m-18s-288021
9,12,H,H,1,1,2025-05-30--14h-03m-18s-304731
9,11,H,H,1,0,2025-05-30--14h-03m-18s-304731
9,10,H,H,1,0,2025-05-30--14h-03m-18s-304731
11,12,H,H,1,0,2025-05-30--14h-03m-18s-304731
10,12,H,H,1,0,2025-05-30--14h-03m-18s-304731
10,11,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,9,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,12,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,11,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,10,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,4,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,7,H,H,1,0,2025-05-30--14h-03m-18s-304731
1,2,H,H,1,0,2025-05-30--14h-03m-18s-304731
4,9,H,H,1,0,2025-05-30--14h-03m-18s-304731
4,12,H,H,1,0,2025-05-30--14h-03m-18s-304731
4,11,H,H,1,0,2025-05-30--14h-03m-18s-304731
4,10,H,H,1,0,2025-05-30--14h-03m-18s-304731
4,7,H,H,1,0,2025-05-30--14h-03m-18s-304731
7,9,H,H,1,0,2025-05-30--14h-03m-18s-304731
