data_dir,C',SB,VV,HH,N
2025-07-07--11h-59m-57s,53.0,52.0,37.0,58.0,200.0
2025-07-07--11h-59m-57s,40.0,70.0,41.0,49.0,200.0
2025-07-07--11h-59m-57s,55.0,63.0,41.0,41.0,200.0
2025-07-07--11h-59m-57s,45.0,47.0,60.0,48.0,200.0
2025-07-07--11h-59m-57s,63.0,53.0,35.0,49.0,200.0
2025-07-07--11h-59m-57s,42.0,54.0,54.0,50.0,200.0
2025-07-07--11h-59m-57s,42.0,51.0,52.0,55.0,200.0
2025-07-07--11h-59m-57s,41.0,46.0,59.0,54.0,200.0
2025-07-07--11h-59m-57s,46.0,56.0,52.0,46.0,200.0
2025-07-07--11h-59m-57s,41.0,49.0,55.0,55.0,200.0
2025-07-07--11h-59m-57s,41.0,47.0,52.0,60.0,200.0
2025-07-07--11h-59m-57s,43.0,58.0,48.0,51.0,200.0
2025-07-07--11h-59m-57s,46.0,56.0,39.0,59.0,200.0
2025-07-07--11h-59m-57s,51.0,45.0,58.0,46.0,200.0
2025-07-07--11h-59m-57s,56.0,41.0,57.0,46.0,200.0
2025-07-07--11h-59m-57s,43.0,60.0,40.0,57.0,200.0
2025-07-07--11h-59m-57s,44.0,47.0,56.0,53.0,200.0
2025-07-07--11h-59m-57s,49.0,46.0,52.0,53.0,200.0
2025-07-07--11h-59m-57s,47.0,62.0,44.0,47.0,200.0
2025-07-07--11h-59m-57s,51.0,59.0,49.0,41.0,200.0
2025-07-07--11h-59m-57s,56.0,49.0,44.0,51.0,200.0
2025-07-07--11h-59m-57s,37.0,55.0,57.0,51.0,200.0
2025-07-07--11h-59m-57s,47.0,55.0,51.0,47.0,200.0
2025-07-07--11h-59m-57s,30.0,68.0,48.0,54.0,200.0
2025-07-07--11h-59m-57s,54.0,51.0,53.0,42.0,200.0
2025-07-07--11h-59m-57s,44.0,44.0,60.0,52.0,200.0
2025-07-07--11h-59m-57s,50.0,40.0,63.0,47.0,200.0
2025-07-07--11h-59m-57s,50.0,46.0,55.0,49.0,200.0
2025-07-07--11h-59m-57s,47.0,46.0,49.0,58.0,200.0
2025-07-07--11h-59m-57s,45.0,49.0,54.0,52.0,200.0
2025-07-07--11h-59m-57s,42.0,44.0,54.0,60.0,200.0
2025-07-07--11h-59m-57s,37.0,59.0,55.0,49.0,200.0
2025-07-07--11h-59m-57s,38.0,52.0,55.0,55.0,200.0
2025-07-07--11h-59m-57s,39.0,61.0,46.0,54.0,200.0
2025-07-07--11h-59m-57s,47.0,65.0,50.0,38.0,200.0
2025-07-07--11h-59m-57s,54.0,43.0,50.0,53.0,200.0
2025-07-07--11h-59m-57s,52.0,53.0,38.0,57.0,200.0
2025-07-07--11h-59m-57s,49.0,54.0,49.0,48.0,200.0
2025-07-07--11h-59m-57s,50.0,49.0,51.0,50.0,200.0
2025-07-07--11h-59m-57s,40.0,42.0,62.0,56.0,200.0
2025-07-07--11h-59m-57s,43.0,54.0,47.0,56.0,200.0
2025-07-07--11h-59m-57s,49.0,53.0,49.0,49.0,200.0
2025-07-07--11h-59m-57s,42.0,57.0,50.0,51.0,200.0
2025-07-07--11h-59m-57s,43.0,55.0,45.0,57.0,200.0
2025-07-07--11h-59m-57s,53.0,49.0,53.0,45.0,200.0
2025-07-07--11h-59m-57s,42.0,50.0,60.0,48.0,200.0
2025-07-07--11h-59m-57s,41.0,62.0,49.0,48.0,200.0
2025-07-07--11h-59m-57s,36.0,57.0,54.0,53.0,200.0
