data_dir,C',SB,VV,HH,N
2025-07-07--11h-59m-57s,41.0,42.0,32.0,45.0,160.0
2025-07-07--11h-59m-57s,40.0,48.0,28.0,44.0,160.0
2025-07-07--11h-59m-57s,33.0,57.0,34.0,36.0,160.0
2025-07-07--11h-59m-57s,44.0,47.0,34.0,35.0,160.0
2025-07-07--11h-59m-57s,34.0,38.0,51.0,37.0,160.0
2025-07-07--11h-59m-57s,46.0,40.0,27.0,47.0,160.0
2025-07-07--11h-59m-57s,43.0,43.0,40.0,34.0,160.0
2025-07-07--11h-59m-57s,33.0,42.0,43.0,42.0,160.0
2025-07-07--11h-59m-57s,36.0,42.0,40.0,42.0,160.0
2025-07-07--11h-59m-57s,33.0,34.0,46.0,47.0,160.0
2025-07-07--11h-59m-57s,35.0,46.0,45.0,34.0,160.0
2025-07-07--11h-59m-57s,34.0,40.0,46.0,40.0,160.0
2025-07-07--11h-59m-57s,36.0,37.0,42.0,45.0,160.0
2025-07-07--11h-59m-57s,31.0,41.0,39.0,49.0,160.0
2025-07-07--11h-59m-57s,37.0,45.0,40.0,38.0,160.0
2025-07-07--11h-59m-57s,30.0,52.0,30.0,48.0,160.0
2025-07-07--11h-59m-57s,44.0,40.0,37.0,39.0,160.0
2025-07-07--11h-59m-57s,43.0,29.0,49.0,39.0,160.0
2025-07-07--11h-59m-57s,42.0,34.0,46.0,38.0,160.0
2025-07-07--11h-59m-57s,32.0,49.0,35.0,44.0,160.0
2025-07-07--11h-59m-57s,37.0,41.0,38.0,44.0,160.0
2025-07-07--11h-59m-57s,43.0,37.0,40.0,40.0,160.0
2025-07-07--11h-59m-57s,33.0,39.0,47.0,41.0,160.0
2025-07-07--11h-59m-57s,38.0,49.0,32.0,41.0,160.0
2025-07-07--11h-59m-57s,39.0,49.0,39.0,33.0,160.0
2025-07-07--11h-59m-57s,47.0,37.0,36.0,40.0,160.0
2025-07-07--11h-59m-57s,35.0,44.0,37.0,44.0,160.0
2025-07-07--11h-59m-57s,33.0,44.0,47.0,36.0,160.0
2025-07-07--11h-59m-57s,37.0,44.0,42.0,37.0,160.0
2025-07-07--11h-59m-57s,22.0,52.0,42.0,44.0,160.0
2025-07-07--11h-59m-57s,41.0,44.0,40.0,35.0,160.0
2025-07-07--11h-59m-57s,37.0,40.0,45.0,38.0,160.0
2025-07-07--11h-59m-57s,37.0,31.0,53.0,39.0,160.0
2025-07-07--11h-59m-57s,41.0,36.0,44.0,39.0,160.0
2025-07-07--11h-59m-57s,36.0,40.0,44.0,40.0,160.0
2025-07-07--11h-59m-57s,42.0,35.0,40.0,43.0,160.0
2025-07-07--11h-59m-57s,40.0,31.0,46.0,43.0,160.0
2025-07-07--11h-59m-57s,31.0,48.0,39.0,42.0,160.0
2025-07-07--11h-59m-57s,35.0,31.0,43.0,51.0,160.0
2025-07-07--11h-59m-57s,28.0,46.0,45.0,41.0,160.0
2025-07-07--11h-59m-57s,30.0,45.0,39.0,46.0,160.0
2025-07-07--11h-59m-57s,38.0,42.0,37.0,43.0,160.0
2025-07-07--11h-59m-57s,30.0,46.0,48.0,36.0,160.0
2025-07-07--11h-59m-57s,35.0,58.0,37.0,30.0,160.0
2025-07-07--11h-59m-57s,39.0,33.0,41.0,47.0,160.0
2025-07-07--11h-59m-57s,49.0,38.0,33.0,40.0,160.0
2025-07-07--11h-59m-57s,38.0,44.0,33.0,45.0,160.0
2025-07-07--11h-59m-57s,37.0,50.0,40.0,33.0,160.0
2025-07-07--11h-59m-57s,42.0,34.0,41.0,43.0,160.0
2025-07-07--11h-59m-57s,31.0,31.0,53.0,45.0,160.0
2025-07-07--11h-59m-57s,36.0,39.0,43.0,42.0,160.0
2025-07-07--11h-59m-57s,34.0,47.0,33.0,46.0,160.0
2025-07-07--11h-59m-57s,38.0,41.0,39.0,42.0,160.0
2025-07-07--11h-59m-57s,35.0,48.0,40.0,37.0,160.0
2025-07-07--11h-59m-57s,36.0,47.0,35.0,42.0,160.0
2025-07-07--11h-59m-57s,35.0,35.0,46.0,44.0,160.0
2025-07-07--11h-59m-57s,41.0,42.0,40.0,37.0,160.0
2025-07-07--11h-59m-57s,34.0,41.0,46.0,39.0,160.0
