data_dir,C,DB_H,DB_V,SB,N,theta_estimate,delta_phi_estimate,theta_estimate_degrees,delta_phi_estimate_degrees
2025-05-23--18h-18m-47s,0.0,14.0,5.0,21.0,40.0,1.340335289368688,0.0,76.79555521327174,0.0
2025-05-23--18h-18m-47s,1.0,18.0,1.0,20.0,40.0,1.124672394791883,0.21681495800151976,64.43898155644601,12.42258202879328
2025-05-23--18h-18m-47s,1.0,13.0,10.0,16.0,40.0,1.4945804282889525,0.2414722726357701,85.63315068381198,13.835342091461985
2025-05-23--18h-18m-47s,2.0,12.0,9.0,17.0,40.0,1.4945804282889525,0.3258461372921336,85.63315068381198,18.66960843747964
2025-05-23--18h-18m-47s,0.0,17.0,6.0,17.0,40.0,1.2878481370207542,0.0,73.78826290507496,0.0
2025-05-23--18h-18m-47s,0.5,16.0,5.0,18.5,40.0,1.2878481370207542,0.1605571994952417,73.78826290507496,9.19924990151734
2025-05-23--18h-18m-47s,0.5,14.0,9.0,16.5,40.0,1.4435496611240408,0.1698338530039141,82.70930309994775,9.730762995569496
2025-05-23--18h-18m-47s,0.0,11.0,8.0,21.0,40.0,1.4945804282889525,0.0,85.63315068381198,0.0
2025-05-23--18h-18m-47s,0.0,12.0,5.0,23.0,40.0,1.392183159977425,0.0,79.76621937589276,0.0
2025-05-23--18h-18m-47s,0.0,11.0,7.0,22.0,40.0,1.4690982728642359,0.0,84.1731307250793,0.0
2025-05-23--18h-18m-47s,1.5,16.0,4.0,18.5,40.0,1.2613109239596536,0.27347947429872654,72.26779259663445,15.6692196607735
2025-05-23--18h-18m-47s,1.0,13.0,8.0,18.0,40.0,1.4435496611240408,0.2281500639200517,82.70930309994775,13.07203575825892
2025-05-23--18h-18m-47s,0.5,18.0,8.0,13.5,40.0,1.3141821007608674,0.18736105494478966,75.29708788523399,10.73499769345517
2025-05-23--18h-18m-47s,0.5,16.0,6.0,17.5,40.0,1.3141821007608674,0.16500025197837404,75.29708788523399,9.453818056955944
2025-05-23--18h-18m-47s,1.0,14.0,5.0,20.0,40.0,1.340335289368688,0.21681495800151976,76.79555521327174,12.42258202879328
2025-05-23--18h-18m-47s,0.0,12.0,13.0,15.0,40.0,1.596179763204715,0.0,91.4543637758213,0.0
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.596179763204715,0.1605571994952417,91.4543637758213,9.19924990151734
2025-05-23--18h-18m-47s,0.5,10.0,11.0,18.5,40.0,1.596179763204715,0.1605571994952417,91.4543637758213,9.19924990151734
2025-05-23--18h-18m-47s,0.5,13.0,8.0,18.5,40.0,1.4435496611240408,0.1605571994952417,82.70930309994775,9.19924990151734
2025-05-23--18h-18m-47s,0.0,11.0,14.0,15.0,40.0,1.6470122253008406,0.0,94.36684931618802,0.0
2025-05-23--18h-18m-47s,0.5,16.0,4.0,19.5,40.0,1.2613109239596536,0.15645478250875602,72.26779259663445,8.964198722388934
2025-05-23--18h-18m-47s,0.5,8.0,9.0,22.5,40.0,1.596179763204715,0.14580946590508773,91.4543637758213,8.354267009418201
2025-05-23--18h-18m-47s,0.0,15.0,8.0,17.0,40.0,1.392183159977425,0.0,79.76621937589276,0.0
2025-05-23--18h-18m-47s,1.0,16.0,7.0,16.0,40.0,1.340335289368688,0.2414722726357701,76.79555521327174,13.835342091461985
2025-05-23--18h-18m-47s,0.5,13.0,6.0,20.5,40.0,1.392183159977425,0.1526515855116385,79.76621937589276,8.746291585797271
2025-05-23--18h-18m-47s,0.0,10.0,13.0,17.0,40.0,1.6470122253008406,0.0,94.36684931618802,0.0
2025-05-23--18h-18m-47s,1.5,5.0,15.0,18.5,40.0,1.8274105528289257,0.27347947429872654,104.70291211476601,15.6692196607735
2025-05-23--18h-18m-47s,0.5,19.0,7.0,13.5,40.0,1.2613109239596536,0.18736105494478966,72.26779259663445,10.73499769345517
2025-05-23--18h-18m-47s,1.0,14.0,8.0,17.0,40.0,1.4179172430137281,0.2345277804372816,81.24067372351213,13.437451997627068
2025-05-23--18h-18m-47s,0.5,14.0,10.0,15.5,40.0,1.4690982728642359,0.1751187949816745,84.1731307250793,10.03356786586669
2025-05-23--18h-18m-47s,0.0,14.0,9.0,17.0,40.0,1.4435496611240408,0.0,82.70930309994775,0.0
2025-05-23--18h-18m-47s,0.5,11.0,8.0,20.5,40.0,1.4945804282889525,0.1526515855116385,85.63315068381198,8.746291585797271
2025-05-23--18h-18m-47s,0.5,17.0,4.0,18.5,40.0,1.234546524913781,0.1605571994952417,70.73430549010199,9.19924990151734
2025-05-23--18h-18m-47s,0.0,13.0,7.0,20.0,40.0,1.4179172430137281,0.0,81.24067372351213,0.0
2025-05-23--18h-18m-47s,0.0,11.0,9.0,20.0,40.0,1.5200130804813765,0.0,87.090334316262,0.0
2025-05-23--18h-18m-47s,0.5,19.0,9.0,11.5,40.0,1.3141821007608674,0.20259184530918437,75.29708788523399,11.607657699983509
2025-05-23--18h-18m-47s,1.0,11.0,6.0,22.0,40.0,1.4435496611240408,0.20701741667234583,82.70930309994775,11.861224261026619
2025-05-23--18h-18m-47s,0.0,15.0,10.0,15.0,40.0,1.4435496611240408,0.0,82.70930309994775,0.0
2025-05-23--18h-18m-47s,1.5,10.0,7.0,21.5,40.0,1.4945804282889525,0.25455774313458746,85.63315068381198,14.585084323987168
2025-05-23--18h-18m-47s,0.5,12.0,10.0,17.5,40.0,1.5200130804813765,0.16500025197837404,87.090334316262,9.453818056955944
2025-05-23--18h-18m-47s,0.5,17.0,7.0,15.5,40.0,1.3141821007608674,0.1751187949816745,75.29708788523399,10.03356786586669
2025-05-23--18h-18m-47s,1.5,14.0,8.0,16.5,40.0,1.4179172430137281,0.28872253391069386,81.24067372351213,16.54258264340555
2025-05-23--18h-18m-47s,1.0,10.0,6.0,23.0,40.0,1.4690982728642359,0.20259184530918437,84.1731307250793,11.607657699983509
2025-05-23--18h-18m-47s,0.5,12.0,9.0,18.5,40.0,1.4945804282889525,0.1605571994952417,85.63315068381198,9.19924990151734
2025-05-23--18h-18m-47s,0.5,15.0,10.0,14.5,40.0,1.4435496611240408,0.18093000192997485,82.70930309994775,10.366525497881398
2025-05-23--18h-18m-47s,1.0,14.0,4.0,21.0,40.0,1.3141821007608674,0.2117463452419459,75.29708788523399,12.13217190968354
2025-05-23--18h-18m-47s,1.0,11.0,6.0,22.0,40.0,1.4435496611240408,0.20701741667234583,82.70930309994775,11.861224261026619
2025-05-23--18h-18m-47s,1.0,9.0,5.0,25.0,40.0,1.4690982728642359,0.1945306253576709,84.1731307250793,11.145783819035133
2025-05-23--18h-18m-47s,0.5,12.0,8.0,19.5,40.0,1.4690982728642359,0.15645478250875602,84.1731307250793,8.964198722388934
