Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,122147,22026,153667,17706,275814,39732
1,D,122546,22623,140295,29138,262841,51761
2,R,69096,77394,111075,53392,180171,130786
3,V,21418,126387,32422,112008,53840,238395
4,A,21355,126825,36179,112573,57534,239398
5,L,74362,71935,62612,89309,136974,161244
