,Measurement Basis,TT,TR,RT,RR
0,H,38524,35955,43790,31056
1,D,50640,22609,42546,32882
2,R,65107,5197,84564,1212
3,V,30977,44940,42144,32749
4,A,18832,59369,43661,32212
5,L,4205,76899,564,64544
