Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,87131,895,87021,1397,174152,2292
1,D,44101,46997,41596,36849,85697,83846
2,R,44860,46375,41239,37011,86099,83386
3,V,543,89304,997,64743,1540,154047
4,A,44695,45675,44257,34296,88952,79971
5,L,44904,46302,43299,34969,88203,81271
