,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,5.94,0,289,0,102688,0,0,0,0,0,378,0,110066,0,0,0,0,22908,1
1,6.34,0,317,0,102580,0,0,0,0,0,344,0,109317,0,0,0,0,22826,1
2,6.74,0,320,0,102991,0,0,0,0,0,362,0,109672,0,0,0,0,22785,1
3,7.14,0,338,0,103601,0,0,0,0,0,345,0,109509,0,0,0,0,22869,1
4,7.54,0,333,0,103155,0,0,0,0,0,329,0,110076,0,0,0,0,22961,1
5,7.94,0,324,0,103227,0,0,0,0,0,330,0,109967,0,0,0,0,22963,1
6,8.34,0,333,0,103340,0,0,0,0,0,328,0,108853,0,0,0,0,22865,1
7,8.74,0,322,0,103096,0,0,0,0,0,385,0,109420,0,0,0,0,22988,1
8,9.14,0,320,0,103011,0,0,0,0,0,373,0,109033,0,0,0,0,22847,1
9,9.54,0,323,0,102764,0,0,0,0,0,374,0,108575,0,0,0,0,20986,1
10,9.64,0,314,0,101267,0,0,0,0,0,376,0,107118,0,0,0,0,18952,1
11,9.74,0,316,0,99773,0,0,0,0,0,383,0,105183,0,0,0,0,16128,1
12,9.84,0,326,0,98606,0,0,0,0,0,390,0,104865,0,0,0,0,12777,1
13,9.94,0,299,0,96832,0,0,0,0,0,358,0,101768,0,0,0,0,9009,1
14,10.04,0,318,0,94614,0,0,0,0,0,330,0,98959,0,0,0,0,5210,1
15,10.14,0,337,0,93093,0,0,0,0,0,360,0,98024,0,0,0,0,2416,1
16,10.24,0,330,0,92248,0,0,0,0,0,329,0,97220,0,0,0,0,933,1
17,10.34,0,331,0,92917,0,0,0,0,0,343,0,97383,0,0,0,0,1239,1
18,10.44,0,322,0,94203,0,0,0,0,0,360,0,98730,0,0,0,0,3271,1
19,10.74,0,292,0,99228,0,0,0,0,0,364,0,104458,0,0,0,0,13873,1
20,11.14,0,311,0,103042,0,0,0,0,0,352,0,109291,0,0,0,0,22082,1
21,11.54,0,329,0,102952,0,0,0,0,0,368,0,109198,0,0,0,0,22661,1
22,11.94,0,313,0,102619,0,0,0,0,0,355,0,108984,0,0,0,0,22627,1
23,12.34,0,330,0,103007,0,0,0,0,0,333,0,108957,0,0,0,0,22819,1
24,12.74,0,344,0,103115,0,0,0,0,0,363,0,109189,0,0,0,0,22891,1
25,13.14,0,338,0,103084,0,0,0,0,0,366,0,108825,0,0,0,0,22866,1
26,13.54,0,333,0,102621,0,0,0,0,0,348,0,108404,0,0,0,0,22607,1
27,13.94,0,323,0,102878,0,0,0,0,0,383,0,108717,0,0,0,0,22827,1
