data_dir,C,DB_H,DB_V,SB,N
2025-06-03--10h-29m-37s,2.0,52.0,57.0,91.0,202.0
2025-06-03--10h-29m-37s,6.0,61.0,55.0,79.5,201.5
2025-06-03--10h-29m-37s,3.5,42.0,58.0,98.0,201.5
2025-06-03--10h-29m-37s,2.0,58.0,52.0,90.0,202.0
2025-06-03--10h-29m-37s,3.5,64.0,52.0,82.0,201.5
2025-06-03--10h-29m-37s,3.5,56.0,53.0,88.0,200.5
2025-06-03--10h-29m-37s,3.5,57.0,48.0,92.0,200.5
2025-06-03--10h-29m-37s,3.5,54.0,51.0,92.0,200.5
2025-06-03--10h-29m-37s,4.5,51.0,50.0,96.5,202.0
2025-06-03--10h-29m-37s,1.0,58.0,48.0,92.0,199.0
2025-06-03--10h-29m-37s,4.5,65.0,50.0,81.5,201.0
2025-06-03--10h-29m-37s,7.0,56.0,48.0,89.0,200.0
2025-06-03--10h-29m-37s,7.5,43.0,61.0,90.0,201.5
2025-06-03--10h-29m-37s,5.5,57.0,48.0,91.5,202.0
2025-06-03--10h-29m-37s,3.5,51.0,45.0,100.5,200.0
2025-06-03--10h-29m-37s,4.0,59.0,50.0,87.5,200.5
2025-06-03--10h-29m-37s,3.0,53.0,62.0,83.5,201.5
2025-06-03--10h-29m-37s,3.0,48.0,55.0,95.5,201.5
2025-06-03--10h-29m-37s,2.5,57.0,46.0,96.0,201.5
2025-06-03--10h-29m-37s,8.5,62.0,46.0,85.0,201.5
2025-06-03--10h-29m-37s,4.0,61.0,59.0,78.0,202.0
2025-06-03--10h-29m-37s,3.0,57.0,54.0,85.5,199.5
2025-06-03--10h-29m-37s,2.0,68.0,49.0,81.5,200.5
2025-06-03--10h-29m-37s,4.0,51.0,44.0,103.5,202.5
2025-06-03--10h-29m-37s,6.0,58.0,43.0,93.5,200.5
2025-06-03--10h-29m-37s,4.5,54.0,52.0,90.0,200.5
2025-06-03--10h-29m-37s,3.0,57.0,45.0,96.5,201.5
2025-06-03--10h-29m-37s,8.5,55.0,51.0,87.0,201.5
2025-06-03--10h-29m-37s,3.0,53.0,49.0,95.5,200.5
2025-06-03--10h-29m-37s,6.5,56.0,39.0,99.5,201.0
2025-06-03--10h-29m-37s,3.0,66.0,55.0,78.0,202.0
2025-06-03--10h-29m-37s,6.0,58.0,47.0,89.5,200.5
2025-06-03--10h-29m-37s,2.0,59.0,55.0,86.0,202.0
2025-06-03--10h-29m-37s,4.0,50.0,51.0,94.5,199.5
2025-06-03--10h-29m-37s,4.0,45.0,61.0,90.0,200.0
2025-06-03--10h-29m-37s,3.0,54.0,50.0,95.0,202.0
2025-06-03--10h-29m-37s,2.5,68.0,44.0,87.5,202.0
2025-06-03--10h-29m-37s,4.0,66.0,43.0,88.5,201.5
2025-06-03--10h-29m-37s,3.0,65.0,45.0,89.0,202.0
2025-06-03--10h-29m-37s,5.5,59.0,58.0,78.0,200.5
2025-06-03--10h-29m-37s,3.0,58.0,44.0,96.0,201.0
2025-06-03--10h-29m-37s,4.0,55.0,55.0,86.0,200.0
2025-06-03--10h-29m-37s,6.5,64.0,40.0,91.5,202.0
