data_dir,C,DB_H,DB_V,SB,N
2025-06-03--10h-29m-37s,2.0,43.0,48.0,68.5,161.5
2025-06-03--10h-29m-37s,5.5,45.0,39.0,72.0,161.5
2025-06-03--10h-29m-37s,2.5,39.0,51.0,68.0,160.5
2025-06-03--10h-29m-37s,2.0,40.0,42.0,78.0,162.0
2025-06-03--10h-29m-37s,1.5,46.0,42.0,72.0,161.5
2025-06-03--10h-29m-37s,3.0,48.0,39.0,71.0,161.0
2025-06-03--10h-29m-37s,1.5,51.0,45.0,62.5,160.0
2025-06-03--10h-29m-37s,4.0,43.0,39.0,75.0,161.0
2025-06-03--10h-29m-37s,2.5,43.0,38.0,77.0,160.5
2025-06-03--10h-29m-37s,3.0,46.0,43.0,68.5,160.5
2025-06-03--10h-29m-37s,4.0,46.0,37.0,74.5,161.5
2025-06-03--10h-29m-37s,1.0,41.0,40.0,78.0,160.0
2025-06-03--10h-29m-37s,2.5,44.0,41.0,72.5,160.0
2025-06-03--10h-29m-37s,4.0,57.0,35.0,64.0,160.0
2025-06-03--10h-29m-37s,5.5,42.0,43.0,70.0,160.5
2025-06-03--10h-29m-37s,5.0,34.0,48.0,74.0,161.0
2025-06-03--10h-29m-37s,5.5,44.0,41.0,71.0,161.5
2025-06-03--10h-29m-37s,3.5,43.0,39.0,75.5,161.0
2025-06-03--10h-29m-37s,3.5,41.0,40.0,76.0,160.5
2025-06-03--10h-29m-37s,3.0,48.0,36.0,73.0,160.0
2025-06-03--10h-29m-37s,2.0,40.0,51.0,68.5,161.5
2025-06-03--10h-29m-37s,2.0,44.0,41.0,73.5,160.5
2025-06-03--10h-29m-37s,3.0,39.0,41.0,79.0,162.0
2025-06-03--10h-29m-37s,2.5,43.0,43.0,72.5,161.0
2025-06-03--10h-29m-37s,7.5,54.0,33.0,66.5,161.0
2025-06-03--10h-29m-37s,3.5,47.0,52.0,59.0,161.5
2025-06-03--10h-29m-37s,1.0,50.0,43.0,66.5,160.5
2025-06-03--10h-29m-37s,3.5,46.0,39.0,72.0,160.5
2025-06-03--10h-29m-37s,2.5,54.0,39.0,64.5,160.0
2025-06-03--10h-29m-37s,2.5,40.0,33.0,86.5,162.0
2025-06-03--10h-29m-37s,5.5,45.0,35.0,74.5,160.0
2025-06-03--10h-29m-37s,4.0,44.0,39.0,74.0,161.0
2025-06-03--10h-29m-37s,1.5,47.0,37.0,75.5,161.0
2025-06-03--10h-29m-37s,5.0,43.0,41.0,72.0,161.0
2025-06-03--10h-29m-37s,6.0,45.0,39.0,71.0,161.0
