theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
0.7853981633974483,0.12566370614359174,13.52503267170461,22.05558247447343,-14.871452389077453,-21.116229814163315,10
