Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,73033,74642,85131,66061,158164,140703
1,D,516,150020,10237,126070,10753,276090
2,R,74999,73359,46376,97864,121375,171223
3,V,72271,76362,77820,71331,150091,147693
4,A,144137,925,157481,8542,301618,9467
5,L,70868,77256,121619,37314,192487,114570
