Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,97844,47728,121807,42061,219651,89789
1,D,100018,47396,81465,74927,181483,122323
2,R,134538,11317,166551,8538,301089,19855
3,V,47046,100875,58849,91401,105895,192276
4,A,44883,102696,96495,62886,141378,165582
5,L,10655,137534,10305,130267,20960,267801
