data_dir,C,SB,DB_V,DB_H,N
2025-06-03--16h-58m-36s,7.0,70.0,63.0,20.0,160.0
2025-06-03--16h-58m-36s,8.0,77.0,50.0,25.0,160.0
2025-06-03--16h-58m-36s,7.0,73.0,63.0,17.0,160.0
2025-06-03--16h-58m-36s,5.0,73.0,45.0,37.0,160.0
2025-06-03--16h-58m-36s,6.0,62.0,68.0,24.0,160.0
2025-06-03--16h-58m-36s,1.0,78.0,48.0,33.0,160.0
2025-06-03--16h-58m-36s,6.0,65.0,61.0,28.0,160.0
2025-06-03--16h-58m-36s,8.0,69.0,58.0,25.0,160.0
2025-06-03--16h-58m-36s,8.0,78.0,52.0,22.0,160.0
2025-06-03--16h-58m-36s,6.0,74.0,50.0,30.0,160.0
2025-06-03--16h-58m-36s,4.0,79.0,56.0,21.0,160.0
2025-06-03--16h-58m-36s,8.0,76.0,50.0,26.0,160.0
2025-06-03--16h-58m-36s,3.0,82.0,54.0,21.0,160.0
2025-06-03--16h-58m-36s,6.0,64.0,57.0,33.0,160.0
2025-06-03--16h-58m-36s,3.0,69.0,57.0,31.0,160.0
2025-06-03--16h-58m-36s,11.0,70.0,47.0,32.0,160.0
2025-06-03--16h-58m-36s,2.0,67.0,64.0,27.0,160.0
2025-06-03--16h-58m-36s,5.0,81.0,46.0,28.0,160.0
2025-06-03--16h-58m-36s,5.0,69.0,57.0,29.0,160.0
2025-06-03--16h-58m-36s,3.0,77.0,47.0,33.0,160.0
2025-06-03--16h-58m-36s,2.0,68.0,59.0,31.0,160.0
2025-06-03--16h-58m-36s,0.0,78.0,57.0,25.0,160.0
2025-06-03--16h-58m-36s,12.0,67.0,56.0,25.0,160.0
2025-06-03--16h-58m-36s,4.0,76.0,52.0,28.0,160.0
2025-06-03--16h-58m-36s,8.0,71.0,49.0,32.0,160.0
2025-06-03--16h-58m-36s,3.0,85.0,39.0,33.0,160.0
2025-06-03--16h-58m-36s,2.0,65.0,58.0,35.0,160.0
2025-06-03--16h-58m-36s,1.0,75.0,58.0,26.0,160.0
2025-06-03--16h-58m-36s,3.0,82.0,48.0,27.0,160.0
2025-06-03--16h-58m-36s,5.0,80.0,49.0,26.0,160.0
2025-06-03--16h-58m-36s,4.0,83.0,44.0,29.0,160.0
2025-06-03--16h-58m-36s,3.0,76.0,58.0,23.0,160.0
2025-06-03--16h-58m-36s,3.0,69.0,62.0,26.0,160.0
2025-06-03--16h-58m-36s,10.0,61.0,57.0,32.0,160.0
2025-06-03--16h-58m-36s,4.0,76.0,59.0,21.0,160.0
2025-06-03--16h-58m-36s,2.0,77.0,44.0,37.0,160.0
2025-06-03--16h-58m-36s,6.0,76.0,56.0,22.0,160.0
2025-06-03--16h-58m-36s,11.0,72.0,58.0,19.0,160.0
2025-06-03--16h-58m-36s,11.0,68.0,55.0,26.0,160.0
2025-06-03--16h-58m-36s,6.0,81.0,52.0,21.0,160.0
2025-06-03--16h-58m-36s,10.0,84.0,47.0,19.0,160.0
2025-06-03--16h-58m-36s,6.0,78.0,55.0,21.0,160.0
2025-06-03--16h-58m-36s,5.0,73.0,55.0,27.0,160.0
2025-06-03--16h-58m-36s,2.0,80.0,56.0,22.0,160.0
2025-06-03--16h-58m-36s,8.0,67.0,46.0,39.0,160.0
2025-06-03--16h-58m-36s,4.0,70.0,55.0,31.0,160.0
2025-06-03--16h-58m-36s,4.0,82.0,52.0,22.0,160.0
2025-06-03--16h-58m-36s,6.0,78.0,49.0,27.0,160.0
2025-06-03--16h-58m-36s,3.0,62.0,61.0,34.0,160.0
2025-06-03--16h-58m-36s,9.0,75.0,51.0,25.0,160.0
2025-06-03--16h-58m-36s,4.0,101.0,33.0,22.0,160.0
2025-06-03--16h-58m-36s,5.0,75.0,51.0,29.0,160.0
2025-06-03--16h-58m-36s,5.0,82.0,48.0,25.0,160.0
2025-06-03--16h-58m-36s,2.0,79.0,56.0,23.0,160.0
2025-06-03--16h-58m-36s,3.0,65.0,58.0,34.0,160.0
2025-06-03--16h-58m-36s,3.0,76.0,54.0,27.0,160.0
2025-06-03--16h-58m-36s,5.0,79.0,47.0,29.0,160.0
2025-06-03--16h-58m-36s,4.0,75.0,61.0,20.0,160.0
2025-06-03--16h-58m-36s,5.0,67.0,60.0,28.0,160.0
2025-06-03--16h-58m-36s,3.0,74.0,44.0,39.0,160.0
2025-06-03--16h-58m-36s,7.0,76.0,48.0,29.0,160.0
2025-06-03--16h-58m-36s,7.0,90.0,45.0,18.0,160.0
