angle,singles,coincidences
0.0,6741.0,1322
9.473684210526317,13395.0,2771
18.94736842105263,18466.0,3893
28.421052631578945,20729.0,4374
37.89473684210526,18638.0,3920
47.368421052631575,13508.0,2733
56.84210526315789,6640.0,1283
66.3157894736842,1581.0,274
75.78947368421052,343.0,33
85.26315789473684,3655.0,674
94.73684210526316,10013.0,1994
104.21052631578948,16595.0,3347
113.68421052631578,20226.0,4163
123.1578947368421,20346.0,4363
132.6315789473684,16709.0,3473
142.10526315789474,10332.0,1983
151.57894736842104,3822.0,754
161.05263157894734,336.0,37
170.52631578947367,1517.0,254
180.0,6800.0,1311
68.49465456039374,843.0,131
69.60576567150486,578.0,70
70.71687678261597,382.0,39
71.82798789372707,292.0,18
72.93909900483818,206.0,0
74.0502101159493,198.0,3
75.16132122706041,269.0,10
76.27243233817151,382.0,25
77.38354344928263,653.0,101
78.49465456039374,974.0,136
23.49465456039374,20114.0,4231
25.49465456039374,20438.0,4340
27.49465456039374,20770.0,4435
29.49465456039374,20688.0,4316
31.49465456039374,20429.0,4312
33.49465456039374,20048.0,4277
