,Measurement Basis,TT,TR,RT,RR
0,H,82616,18078,114154,16479
1,D,65380,37783,64550,54146
2,R,79179,22354,109732,19172
3,V,15412,97963,21441,87608
4,A,30680,78826,64767,54527
5,L,18445,95198,18491,90495
