Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65449,495,65332,402,130781,897
1,D,31921,32271,31130,35143,63051,67414
2,R,31373,33128,28577,37251,59950,70379
3,V,405,61579,468,65205,873,126784
4,A,33442,30278,31759,33898,65201,64176
5,L,34770,29366,33838,32179,68608,61545
