angle,singles,coincidences
0.0,652.0,129
10.0,1435.0,273
20.0,1958.0,416
30.0,2021.0,409
40.0,1693.0,363
-5.452147405232569,350.0,60
-3.229925183010347,452.0,92
-1.0077029607881247,576.0,108
1.2145192614340976,776.0,141
3.43674148365632,907.0,178
5.658963705878541,1057.0,199
7.881185928100765,1155.0,236
10.103408150322988,1330.0,256
12.32563037254521,1479.0,307
14.54785259476743,1703.0,364
22.04785259476743,1996.0,409
24.04785259476743,1999.0,468
26.047852594767434,2021.0,456
28.047852594767434,2105.0,438
30.047852594767434,2046.0,413
32.047852594767434,1953.0,419
