Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,94315,494,131770,1120,226085,1614
1,D,48101,58337,63680,55119,111781,113456
2,R,46241,60468,59488,59733,105729,120201
3,V,276,113519,660,102921,936,216440
4,A,47893,57204,64724,54744,112617,111948
5,L,49616,56189,66758,53326,116374,109515
