,Measurement Basis,TT,TR,RT,RR
0,H,74398,3242,85608,3609
1,D,43703,38788,40891,36095
2,R,50507,31310,58019,23743
3,V,2722,86736,4273,62285
4,A,32441,51281,44469,33330
5,L,25935,59149,26552,46253
