Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,74398,3242,85608,3609,160006,6851
1,D,43703,38788,40891,36095,84594,74883
2,R,50507,31310,58019,23743,108526,55053
3,V,2722,86736,4273,62285,6995,149021
4,A,32441,51281,44469,33330,76910,84611
5,L,25935,59149,26552,46253,52487,105402
