data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-31--17h-31m-53s,5.5,0.0,33.0,0.5,39.0,,2.579522850584166,1.2779535550663212
2025-05-31--17h-31m-53s,2.0,0.0,36.0,2.0,40.0,,2.6905658417935308,0.7853981633974483
2025-05-31--17h-31m-53s,2.5,0.0,33.0,3.5,39.0,,2.579522850584166,0.7016741237876036
2025-05-31--17h-31m-53s,3.0,1.0,35.0,1.0,40.0,,2.5867816206097216,1.0471975511965976
2025-05-31--17h-31m-53s,3.0,0.0,36.0,2.0,41.0,,2.642565973371566,0.8860771237926136
2025-05-31--17h-31m-53s,1.0,1.0,37.0,0.5,39.5,,2.7174512276764275,0.9553166181245093
2025-05-31--17h-31m-53s,1.5,1.0,35.0,1.5,39.0,,2.629650754605658,0.7853981633974483
2025-05-31--17h-31m-53s,3.5,0.0,35.0,2.0,40.5,,2.6143496253890777,0.9235114787792441
2025-05-31--17h-31m-53s,3.5,0.0,37.0,0.0,40.5,,2.7227991739984363,1.5707963267948966
2025-05-31--17h-31m-53s,0.5,0.0,39.0,1.5,41.0,,2.8279612829009917,0.5235987755982988
2025-05-31--17h-31m-53s,2.5,0.0,36.0,0.5,39.0,,2.746801533890032,1.1502619915109316
2025-05-31--17h-31m-53s,2.5,0.0,35.0,2.0,39.5,,2.6596063702655734,0.8410686705679303
2025-05-31--17h-31m-53s,3.0,0.0,36.0,1.5,40.5,,2.6657104039293764,0.9553166181245093
2025-05-31--17h-31m-53s,3.5,1.0,32.0,2.5,39.0,,2.489592588482493,0.8691222030072929
2025-05-31--17h-31m-53s,3.0,0.0,35.0,2.0,40.0,,2.636232143305636,0.8860771237926136
2025-05-31--17h-31m-53s,2.0,0.0,36.0,1.0,39.0,,2.746801533890032,0.9553166181245093
2025-05-31--17h-31m-53s,2.0,0.0,36.0,2.0,40.0,,2.6905658417935308,0.7853981633974483
2025-05-31--17h-31m-53s,2.0,0.0,37.0,1.0,40.0,,2.7518319207923185,0.9553166181245093
2025-05-31--17h-31m-53s,3.5,0.0,36.0,1.0,40.5,,2.6657104039293764,1.0799136485055854
2025-05-31--17h-31m-53s,1.5,0.0,36.0,2.0,39.5,,2.7174512276764275,0.7137243789447656
2025-05-31--17h-31m-53s,4.5,0.0,32.0,2.5,39.0,,2.5331038914054336,0.9302740141154721
2025-05-31--17h-31m-53s,2.0,0.0,37.0,0.5,39.5,,2.7839048853000614,1.1071487177940904
