,Measurement Basis,TT,TR,RT,RR
0,H,4459,112363,7749,96415
1,D,67137,37983,94131,29623
2,R,41246,68614,71138,48815
3,V,94518,5244,126841,4515
4,A,31901,79818,39298,74715
5,L,58131,49430,65349,53488
