,Measurement Basis,TT,TR,RT,RR
0,H,6256,144469,11098,126462
1,D,86695,63629,91631,65196
2,R,100347,49249,128560,37151
3,V,141910,6631,167988,6727
4,A,60362,88079,89823,65634
5,L,47867,103191,56800,93510
