,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,229,0,110236,0,0,0,0,0,306,0,114624,0,0,0,0,23970,15,16,0,1
1,6.67,0,282,0,111156,0,0,0,0,0,309,0,115336,0,0,0,0,24133,22,19,0,1
2,7.07,0,271,0,110553,0,0,0,0,0,297,0,114552,0,0,0,0,23951,15,15,0,1
3,7.47,0,257,0,110345,0,0,0,0,0,280,0,114050,0,0,0,0,23938,17,19,0,1
4,7.87,0,268,0,109912,0,0,0,0,0,322,0,113649,0,0,0,0,24077,25,16,0,1
5,8.27,0,263,0,110510,0,0,0,0,0,284,0,115223,0,0,0,0,24213,17,14,0,1
6,8.67,0,277,0,110540,0,0,0,0,0,301,0,115060,0,0,0,0,24363,25,19,0,1
7,9.07,0,247,0,110256,0,0,0,0,0,311,0,114651,0,0,0,0,24297,16,20,0,1
8,9.47,0,262,0,110613,0,0,0,0,0,295,0,114384,0,0,0,0,23024,21,10,0,1
9,9.87,0,234,0,105202,0,0,0,0,0,287,0,108464,0,0,0,0,12981,9,5,0,1
10,9.97,0,242,0,102257,0,0,0,0,0,352,0,105678,0,0,0,0,8965,8,5,0,1
11,10.07,0,269,0,101468,0,0,0,0,0,310,0,105084,0,0,0,0,5163,9,7,0,1
12,10.17,0,251,0,99588,0,0,0,0,0,361,0,102777,0,0,0,0,2165,2,3,0,1
13,10.27,0,253,0,98859,0,0,0,0,0,290,0,102593,0,0,0,0,808,4,3,0,1
14,10.37,0,277,0,99233,0,0,0,0,0,330,0,102456,0,0,0,0,1272,2,6,0,1
15,10.47,0,290,0,101364,0,0,0,0,0,324,0,103303,0,0,0,0,3425,3,4,0,1
16,10.57,0,266,0,102265,0,0,0,0,0,308,0,106143,0,0,0,0,6971,5,9,0,1
17,10.67,0,284,0,103727,0,0,0,0,0,355,0,107900,0,0,0,0,10737,9,13,0,1
18,10.77,0,302,0,106423,0,0,0,0,0,305,0,109536,0,0,0,0,14662,21,9,0,1
19,11.07,0,246,0,109415,0,0,0,0,0,321,0,113995,0,0,0,0,21869,19,16,0,1
20,11.47,0,248,0,109813,0,0,0,0,0,321,0,115015,0,0,0,0,23914,15,8,0,1
21,11.87,0,252,0,110188,0,0,0,0,0,323,0,114111,0,0,0,0,23860,15,22,0,1
22,12.27,0,279,0,110495,0,0,0,0,0,303,0,114153,0,0,0,0,23974,13,26,0,1
23,12.67,0,230,0,110202,0,0,0,0,0,310,0,114405,0,0,0,0,23935,27,10,0,1
24,13.07,0,256,0,109405,0,0,0,0,0,292,0,114069,0,0,0,0,23600,13,16,0,1
25,13.47,0,258,0,109960,0,0,0,0,0,312,0,113689,0,0,0,0,23723,14,17,0,1
26,13.87,0,270,0,109540,0,0,0,0,0,302,0,114231,0,0,0,0,24069,21,22,0,1
27,14.27,0,261,0,109493,0,0,0,0,0,296,0,113355,0,0,0,0,23891,13,16,0,1
