,Measurement Basis,TT,TR,RT,RR
0,H,21050,128322,22880,110917
1,D,27173,122320,29554,108485
2,R,93992,54459,83257,67490
3,V,126405,22230,139952,22761
4,A,120525,27812,142821,20341
5,L,53946,95431,91951,60923
