Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,95380,17045,114457,14762,209837,31807
1,D,75477,38119,64130,54142,139607,92261
2,R,89437,23564,106103,20442,195540,44006
3,V,16806,97028,19061,87952,35867,184980
4,A,35852,75596,63503,53989,99355,129585
5,L,22725,91202,19688,89130,42413,180332
