,Measurement Basis,TT,TR,RT,RR
0,H,95380,17045,114457,14762
1,D,75477,38119,64130,54142
2,R,89437,23564,106103,20442
3,V,16806,97028,19061,87952
4,A,35852,75596,63503,53989
5,L,22725,91202,19688,89130
