Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,141678,466,174400,939,316078,1405
1,D,72823,72260,86358,71368,159181,143628
2,R,70639,74422,83270,73536,153909,147958
3,V,297,145876,3810,131388,4107,277264
4,A,69180,74354,86507,70873,155687,145227
5,L,71254,73197,86463,70600,157717,143797
