,Measurement Basis,TT,TR,RT,RR
0,H,48757,58022,67146,51004
1,D,74030,30555,67416,52761
2,R,91935,8065,133293,1293
3,V,48897,58377,66377,52313
4,A,24419,86896,65360,53797
5,L,6680,109080,524,104002
