,Measurement Basis,TT,TR,RT,RR
0,H,11369,65456,12518,55464
1,D,28511,47794,26301,47975
2,R,58708,12146,70717,15397
3,V,58013,13876,77148,11257
4,A,40910,34064,66977,18376
5,L,10416,69374,23191,50642
