Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,11369,65456,12518,55464,23887,120920
1,D,28511,47794,26301,47975,54812,95769
2,R,58708,12146,70717,15397,129425,27543
3,V,58013,13876,77148,11257,135161,25133
4,A,40910,34064,66977,18376,107887,52440
5,L,10416,69374,23191,50642,33607,120016
