Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,13781,64506,14924,55210,28705,119716
1,D,67589,14238,78990,9829,146579,24067
2,R,28880,50965,49647,31900,78527,82865
3,V,67831,13916,79842,9297,147673,23213
4,A,14012,64472,14866,57667,28878,122139
5,L,53105,28222,44658,35380,97763,63602
