,Measurement Basis,TT,TR,RT,RR
0,H,13781,64506,14924,55210
1,D,67589,14238,78990,9829
2,R,28880,50965,49647,31900
3,V,67831,13916,79842,9297
4,A,14012,64472,14866,57667
5,L,53105,28222,44658,35380
