Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,88546,7231,123462,7188,212008,14419
1,D,58821,43774,63551,54127,122372,97901
2,R,66450,34175,90750,31909,157200,66084
3,V,6164,107300,8797,95870,14961,203170
4,A,35114,71111,63174,53979,98288,125090
5,L,27702,80474,33465,76727,61167,157201
