,Measurement Basis,TT,TR,RT,RR
0,H,88546,7231,123462,7188
1,D,58821,43774,63551,54127
2,R,66450,34175,90750,31909
3,V,6164,107300,8797,95870
4,A,35114,71111,63174,53979
5,L,27702,80474,33465,76727
