detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,1,0,2025-05-23--16h-57m-44s-006626
9,11,SB,1,0,2025-05-23--16h-57m-44s-006626
9,10,SB,1,0,2025-05-23--16h-57m-44s-006626
11,12,SB,1,0,2025-05-23--16h-57m-44s-006626
10,12,SB,1,0,2025-05-23--16h-57m-44s-006626
10,11,DB_V,1,1,2025-05-23--16h-57m-44s-006626
1,9,C,1,0,2025-05-23--16h-57m-44s-006626
1,12,C,1,0,2025-05-23--16h-57m-44s-006626
1,11,C,1,0,2025-05-23--16h-57m-44s-006626
1,10,C,1,0,2025-05-23--16h-57m-44s-006626
1,4,DB_H,1,0,2025-05-23--16h-57m-44s-006626
1,7,SB,1,0,2025-05-23--16h-57m-44s-006626
1,2,SB,1,0,2025-05-23--16h-57m-44s-006626
4,9,C,1,0,2025-05-23--16h-57m-44s-006626
4,12,C,1,0,2025-05-23--16h-57m-44s-006626
4,11,C,1,0,2025-05-23--16h-57m-44s-006626
4,10,C,1,0,2025-05-23--16h-57m-44s-006626
4,7,SB,1,0,2025-05-23--16h-57m-44s-006626
7,9,C,1,0,2025-05-23--16h-57m-44s-006626
7,12,C,1,0,2025-05-23--16h-57m-44s-006626
7,11,C,1,0,2025-05-23--16h-57m-44s-006626
7,10,C,1,0,2025-05-23--16h-57m-44s-006626
2,9,C,1,0,2025-05-23--16h-57m-44s-006626
2,12,C,1,0,2025-05-23--16h-57m-44s-006626
2,11,C,1,0,2025-05-23--16h-57m-44s-006626
2,10,C,1,0,2025-05-23--16h-57m-44s-006626
2,4,SB,1,0,2025-05-23--16h-57m-44s-006626
2,7,DB_V,1,2,2025-05-23--16h-57m-44s-006626
9,12,DB_H,2,0,2025-05-23--16h-57m-44s-026329
9,11,SB,2,0,2025-05-23--16h-57m-44s-026329
9,10,SB,2,0,2025-05-23--16h-57m-44s-026329
11,12,SB,2,0,2025-05-23--16h-57m-44s-026329
10,12,SB,2,0,2025-05-23--16h-57m-44s-026329
10,11,DB_V,2,1,2025-05-23--16h-57m-44s-026329
1,9,C,2,0,2025-05-23--16h-57m-44s-026329
1,12,C,2,0,2025-05-23--16h-57m-44s-026329
1,11,C,2,0,2025-05-23--16h-57m-44s-026329
1,10,C,2,0,2025-05-23--16h-57m-44s-026329
1,4,DB_H,2,0,2025-05-23--16h-57m-44s-026329
1,7,SB,2,0,2025-05-23--16h-57m-44s-026329
1,2,SB,2,0,2025-05-23--16h-57m-44s-026329
4,9,C,2,0,2025-05-23--16h-57m-44s-026329
4,12,C,2,0,2025-05-23--16h-57m-44s-026329
4,11,C,2,0,2025-05-23--16h-57m-44s-026329
4,10,C,2,0,2025-05-23--16h-57m-44s-026329
4,7,SB,2,0,2025-05-23--16h-57m-44s-026329
7,9,C,2,0,2025-05-23--16h-57m-44s-026329
7,12,C,2,0,2025-05-23--16h-57m-44s-026329
7,11,C,2,0,2025-05-23--16h-57m-44s-026329
7,10,C,2,0,2025-05-23--16h-57m-44s-026329
2,9,C,2,0,2025-05-23--16h-57m-44s-026329
2,12,C,2,0,2025-05-23--16h-57m-44s-026329
2,11,C,2,0,2025-05-23--16h-57m-44s-026329
2,10,C,2,0,2025-05-23--16h-57m-44s-026329
2,4,SB,2,0,2025-05-23--16h-57m-44s-026329
2,7,DB_V,2,0,2025-05-23--16h-57m-44s-026329
9,12,DB_H,4,0,2025-05-23--16h-57m-44s-068790
9,11,SB,4,0,2025-05-23--16h-57m-44s-068790
9,10,SB,4,0,2025-05-23--16h-57m-44s-068790
11,12,SB,4,0,2025-05-23--16h-57m-44s-068790
10,12,SB,4,0,2025-05-23--16h-57m-44s-068790
10,11,DB_V,4,0,2025-05-23--16h-57m-44s-068790
1,9,C,4,0,2025-05-23--16h-57m-44s-068790
1,12,C,4,0,2025-05-23--16h-57m-44s-068790
1,11,C,4,0,2025-05-23--16h-57m-44s-068790
1,10,C,4,0,2025-05-23--16h-57m-44s-068790
1,4,DB_H,4,0,2025-05-23--16h-57m-44s-068790
1,7,SB,4,0,2025-05-23--16h-57m-44s-068790
1,2,SB,4,0,2025-05-23--16h-57m-44s-068790
4,9,C,4,0,2025-05-23--16h-57m-44s-068790
4,12,C,4,0,2025-05-23--16h-57m-44s-068790
4,11,C,4,0,2025-05-23--16h-57m-44s-068790
4,10,C,4,0,2025-05-23--16h-57m-44s-068790
4,7,SB,4,1,2025-05-23--16h-57m-44s-068790
7,9,C,4,0,2025-05-23--16h-57m-44s-068790
