,Measurement Basis,TT,TR,RT,RR
0,H,6308,74168,7356,61055
1,D,44527,29935,48860,32250
2,R,52963,21422,74316,15607
3,V,64505,7406,86413,5903
4,A,25438,52187,46018,35154
5,L,18288,60851,23580,52239
