data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--17h-50m-27s,9.0,2.0,16.0,13.0,40.0,,1.9283674304404068,0.693980594900994
2025-06-03--17h-50m-27s,5.0,1.0,22.0,12.0,40.0,,2.12351143989168,0.573203309100855
2025-06-03--17h-50m-27s,7.0,4.0,24.0,5.0,40.0,,2.0943951023931957,0.8691222030072929
2025-06-03--17h-50m-27s,11.0,2.0,22.0,5.0,40.0,,2.0943951023931957,0.9775965506452678
2025-06-03--17h-50m-27s,6.0,4.0,21.0,9.0,40.0,,2.009758212404657,0.684719203002283
2025-06-03--17h-50m-27s,7.0,1.0,24.0,8.0,40.0,,2.183400474843519,0.7520400891923357
2025-06-03--17h-50m-27s,13.0,4.0,16.0,7.0,40.0,,1.8754889808102941,0.9377444904051471
2025-06-03--17h-50m-27s,5.0,2.0,23.0,10.0,40.0,,2.12351143989168,0.6154797086703874
2025-06-03--17h-50m-27s,5.0,3.0,25.0,7.0,40.0,,2.15316056466364,0.7016741237876036
2025-06-03--17h-50m-27s,7.0,4.0,23.0,6.0,40.0,,2.065760358511791,0.8238977337258602
2025-06-03--17h-50m-27s,4.0,1.0,29.0,6.0,40.0,,2.34619382340565,0.684719203002283
2025-06-03--17h-50m-27s,11.0,1.0,20.0,8.0,40.0,,2.065760358511791,0.8646773037162983
2025-06-03--17h-50m-27s,7.0,2.0,19.0,12.0,40.0,,2.009758212404657,0.6522511548383569
2025-06-03--17h-50m-27s,9.0,1.0,20.0,10.0,40.0,,2.065760358511791,0.7590702092666634
2025-06-03--17h-50m-27s,10.0,5.0,17.0,8.0,40.0,,1.8754889808102941,0.8410686705679303
2025-06-03--17h-50m-27s,8.0,8.0,16.0,8.0,40.0,,1.7721542475852274,0.7853981633974483
2025-06-03--17h-50m-27s,4.0,3.0,32.0,1.0,40.0,,2.381830721082478,1.1071487177940904
2025-06-03--17h-50m-27s,6.0,0.0,29.0,5.0,40.0,,2.381830721082478,0.8309155524161558
2025-06-03--17h-50m-27s,6.0,1.0,24.0,9.0,40.0,,2.183400474843519,0.684719203002283
2025-06-03--17h-50m-27s,5.0,1.0,27.0,7.0,40.0,,2.278380763520252,0.7016741237876036
2025-06-03--17h-50m-27s,3.0,3.0,25.0,9.0,40.0,,2.15316056466364,0.5235987755982988
2025-06-03--17h-50m-27s,13.0,0.0,17.0,10.0,40.0,,2.009758212404657,0.8508019114363019
2025-06-03--17h-50m-27s,5.0,1.0,23.0,11.0,40.0,,2.15316056466364,0.5931997761496287
2025-06-03--17h-50m-27s,7.0,5.0,20.0,8.0,40.0,,1.9551931012905357,0.7520400891923357
2025-06-03--17h-50m-27s,10.0,2.0,20.0,8.0,40.0,,2.037561665842193,0.8410686705679303
2025-06-03--17h-50m-27s,6.0,4.0,21.0,9.0,40.0,,2.009758212404657,0.684719203002283
2025-06-03--17h-50m-27s,13.0,2.0,16.0,9.0,40.0,,1.9283674304404068,0.8768157318939027
2025-06-03--17h-50m-27s,6.0,0.0,31.0,3.0,40.0,,2.457511421794464,0.9553166181245093
2025-06-03--17h-50m-27s,8.0,3.0,22.0,7.0,40.0,,2.065760358511791,0.818756237602561
2025-06-03--17h-50m-27s,10.0,3.0,17.0,10.0,40.0,,1.9283674304404068,0.7853981633974483
2025-06-03--17h-50m-27s,4.0,2.0,29.0,5.0,40.0,,2.3117610289979167,0.7297276562269663
2025-06-03--17h-50m-27s,10.0,2.0,22.0,6.0,40.0,,2.0943951023931957,0.9117382909684876
2025-06-03--17h-50m-27s,6.0,3.0,22.0,9.0,40.0,,2.065760358511791,0.684719203002283
2025-06-03--17h-50m-27s,6.0,1.0,24.0,9.0,40.0,,2.183400474843519,0.684719203002283
2025-06-03--17h-50m-27s,11.0,4.0,18.0,7.0,40.0,,1.9283674304404068,0.8974447095481337
2025-06-03--17h-50m-27s,10.0,3.0,20.0,7.0,40.0,,2.009758212404657,0.8740979656176334
2025-06-03--17h-50m-27s,6.0,7.0,19.0,8.0,40.0,,1.8754889808102941,0.7137243789447656
2025-06-03--17h-50m-27s,13.0,1.0,20.0,6.0,40.0,,2.065760358511791,0.974053179577323
2025-06-03--17h-50m-27s,7.0,1.0,28.0,4.0,40.0,,2.3117610289979167,0.9235114787792441
2025-06-03--17h-50m-27s,6.0,1.0,27.0,6.0,40.0,,2.278380763520252,0.7853981633974483
2025-06-03--17h-50m-27s,8.0,2.0,25.0,5.0,40.0,,2.183400474843519,0.9018322525264895
2025-06-03--17h-50m-27s,6.0,3.0,25.0,6.0,40.0,,2.15316056466364,0.7853981633974483
2025-06-03--17h-50m-27s,4.0,3.0,23.0,10.0,40.0,,2.0943951023931957,0.5639426413606289
2025-06-03--17h-50m-27s,4.0,3.0,29.0,4.0,40.0,,2.278380763520252,0.7853981633974483
2025-06-03--17h-50m-27s,10.0,2.0,23.0,5.0,40.0,,2.12351143989168,0.9553166181245093
2025-06-03--17h-50m-27s,9.0,2.0,21.0,8.0,40.0,,2.065760358511791,0.8148269163709889
2025-06-03--17h-50m-27s,7.0,4.0,21.0,8.0,40.0,,2.009758212404657,0.7520400891923357
2025-06-03--17h-50m-27s,8.0,2.0,18.0,12.0,40.0,,1.9823131728623846,0.684719203002283
2025-06-03--17h-50m-27s,7.0,1.0,29.0,3.0,40.0,,2.34619382340565,0.9911565864311923
2025-06-03--17h-50m-27s,6.0,3.0,24.0,7.0,40.0,,2.12351143989168,0.7468985930690365
2025-06-03--17h-50m-27s,6.0,1.0,27.0,6.0,40.0,,2.278380763520252,0.7853981633974483
2025-06-03--17h-50m-27s,7.0,2.0,23.0,8.0,40.0,,2.12351143989168,0.7520400891923357
2025-06-03--17h-50m-27s,8.0,3.0,23.0,6.0,40.0,,2.0943951023931957,0.857071947850131
2025-06-03--17h-50m-27s,11.0,3.0,18.0,8.0,40.0,,1.9551931012905357,0.8646773037162983
2025-06-03--17h-50m-27s,12.0,3.0,21.0,4.0,40.0,,2.037561665842193,1.0471975511965976
2025-06-03--17h-50m-27s,10.0,1.0,19.0,10.0,40.0,,2.037561665842193,0.7853981633974483
2025-06-03--17h-50m-27s,6.0,2.0,24.0,8.0,40.0,,2.15316056466364,0.7137243789447656
2025-06-03--17h-50m-27s,4.0,1.0,26.0,9.0,40.0,,2.2459278597319283,0.5880026035475675
2025-06-03--17h-50m-27s,3.0,2.0,21.0,14.0,40.0,,2.065760358511791,0.4335379093558366
2025-06-03--17h-50m-27s,7.0,5.0,25.0,3.0,40.0,,2.0943951023931957,0.9911565864311923
2025-06-03--17h-50m-27s,8.0,2.0,23.0,7.0,40.0,,2.12351143989168,0.818756237602561
2025-06-03--17h-50m-27s,4.0,5.0,24.0,7.0,40.0,,2.065760358511791,0.6472848480156524
2025-06-03--17h-50m-27s,8.0,1.0,23.0,8.0,40.0,,2.15316056466364,0.7853981633974483
