Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,48832,58165,70859,48200,119691,106365
1,D,90483,8150,131282,1200,221765,9350
2,R,24984,86697,65729,54038,90713,140735
3,V,49033,58427,68946,50385,117979,108812
4,A,6756,108403,596,105092,7352,213495
5,L,72600,29920,65922,52227,138522,82147
