Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,142761,1029,172214,1531,314975,2560
1,D,70957,75476,81772,71692,152729,147168
2,R,69474,78663,76475,77352,145949,156015
3,V,638,148410,1217,133482,1855,281892
4,A,71973,74780,83146,71202,155119,145982
5,L,73972,72394,86687,69191,160659,141585
