,Measurement Basis,TT,TR,RT,RR
0,H,307,150247,4107,131021
1,D,76636,74279,96567,63112
2,R,75273,75355,97729,61944
3,V,147989,522,174395,1008
4,A,71825,77861,87295,68737
5,L,72986,77509,88322,68814
