Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,307,150247,4107,131021,4414,281268
1,D,76636,74279,96567,63112,173203,137391
2,R,75273,75355,97729,61944,173002,137299
3,V,147989,522,174395,1008,322384,1530
4,A,71825,77861,87295,68737,159120,146598
5,L,72986,77509,88322,68814,161308,146323
