,Measurement Basis,TT,TR,RT,RR
0,H,111147,1809,132867,1495
1,D,55984,58323,62656,56459
2,R,54201,60128,58528,60325
3,V,1276,113408,1166,103867
4,A,56257,57595,64879,55337
5,L,57775,56091,66534,53502
