,Measurement Basis,TT,TR,RT,RR
0,H,141545,970,170324,1457
1,D,70818,75154,81774,71729
2,R,69100,77343,76382,77341
3,V,586,146607,1151,133782
4,A,71332,73593,82531,70593
5,L,73989,72312,85618,68817
