Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,7217,109008,10036,95297,17253,204305
1,D,62001,44562,69512,50527,131513,95089
2,R,71215,33083,102395,23376,173610,56459
3,V,91785,8766,123160,8288,214945,17054
4,A,36783,74652,65201,54417,101984,129069
5,L,28094,86120,33333,80185,61427,166305
