Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,5641,112115,6951,92787,12592,204902
1,D,84384,35130,93949,31269,178333,66399
2,R,60403,58856,85266,37930,145669,96786
3,V,113816,5665,131730,3839,245546,9504
4,A,35016,83936,45457,66962,80473,150898
5,L,58818,59674,56369,57640,115187,117314
