data_dir,C',SB,VV,HH,N
2025-06-18--18h-23m-35s,27.0,19.0,112.0,2.0,160.0
2025-06-18--18h-23m-35s,28.0,19.0,109.0,4.0,160.0
2025-06-18--18h-23m-35s,19.0,25.0,113.0,3.0,160.0
2025-06-18--18h-23m-35s,20.0,16.0,119.0,5.0,160.0
2025-06-18--18h-23m-35s,19.0,19.0,118.0,4.0,160.0
2025-06-18--18h-23m-35s,23.0,18.0,116.0,3.0,160.0
2025-06-18--18h-23m-35s,24.0,25.0,107.0,4.0,160.0
2025-06-18--18h-23m-35s,27.0,16.0,110.0,7.0,160.0
2025-06-18--18h-23m-35s,22.0,19.0,116.0,3.0,160.0
2025-06-18--18h-23m-35s,23.0,20.0,115.0,2.0,160.0
2025-06-18--18h-23m-35s,23.0,25.0,105.0,7.0,160.0
2025-06-18--18h-23m-35s,21.0,13.0,118.0,8.0,160.0
2025-06-18--18h-23m-35s,22.0,21.0,114.0,3.0,160.0
2025-06-18--18h-23m-35s,21.0,23.0,109.0,7.0,160.0
2025-06-18--18h-23m-35s,25.0,19.0,115.0,1.0,160.0
2025-06-18--18h-23m-35s,15.0,20.0,120.0,5.0,160.0
2025-06-18--18h-23m-35s,27.0,17.0,112.0,4.0,160.0
2025-06-18--18h-23m-35s,16.0,22.0,121.0,1.0,160.0
2025-06-18--18h-23m-35s,24.0,22.0,110.0,4.0,160.0
2025-06-18--18h-23m-35s,18.0,25.0,113.0,4.0,160.0
2025-06-18--18h-23m-35s,14.0,20.0,123.0,3.0,160.0
2025-06-18--18h-23m-35s,23.0,25.0,109.0,3.0,160.0
2025-06-18--18h-23m-35s,35.0,20.0,102.0,3.0,160.0
2025-06-18--18h-23m-35s,18.0,24.0,112.0,6.0,160.0
2025-06-18--18h-23m-35s,23.0,18.0,116.0,3.0,160.0
2025-06-18--18h-23m-35s,22.0,27.0,107.0,4.0,160.0
2025-06-18--18h-23m-35s,24.0,25.0,107.0,4.0,160.0
2025-06-18--18h-23m-35s,11.0,25.0,119.0,5.0,160.0
2025-06-18--18h-23m-35s,22.0,26.0,110.0,2.0,160.0
2025-06-18--18h-23m-35s,19.0,20.0,117.0,4.0,160.0
2025-06-18--18h-23m-35s,24.0,18.0,114.0,4.0,160.0
2025-06-18--18h-23m-35s,21.0,30.0,98.0,11.0,160.0
2025-06-18--18h-23m-35s,24.0,29.0,105.0,2.0,160.0
2025-06-18--18h-23m-35s,24.0,19.0,113.0,4.0,160.0
2025-06-18--18h-23m-35s,17.0,24.0,119.0,0.0,160.0
2025-06-18--18h-23m-35s,21.0,17.0,114.0,8.0,160.0
2025-06-18--18h-23m-35s,16.0,21.0,121.0,2.0,160.0
2025-06-18--18h-23m-35s,26.0,18.0,110.0,6.0,160.0
2025-06-18--18h-23m-35s,18.0,19.0,120.0,3.0,160.0
2025-06-18--18h-23m-35s,25.0,21.0,108.0,6.0,160.0
2025-06-18--18h-23m-35s,24.0,24.0,106.0,6.0,160.0
2025-06-18--18h-23m-35s,23.0,18.0,114.0,5.0,160.0
2025-06-18--18h-23m-35s,19.0,23.0,113.0,5.0,160.0
2025-06-18--18h-23m-35s,27.0,19.0,109.0,5.0,160.0
2025-06-18--18h-23m-35s,11.0,18.0,127.0,4.0,160.0
2025-06-18--18h-23m-35s,24.0,17.0,114.0,5.0,160.0
2025-06-18--18h-23m-35s,22.0,26.0,107.0,5.0,160.0
2025-06-18--18h-23m-35s,17.0,20.0,118.0,5.0,160.0
2025-06-18--18h-23m-35s,24.0,16.0,119.0,1.0,160.0
2025-06-18--18h-23m-35s,23.0,24.0,110.0,3.0,160.0
2025-06-18--18h-23m-35s,24.0,19.0,113.0,4.0,160.0
2025-06-18--18h-23m-35s,23.0,24.0,104.0,9.0,160.0
