,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,443093,0,0,0,0,0,0,0,471318,0,0,0,0,111660,2
1,8.1,0,0,0,447527,0,0,0,0,0,0,0,471990,0,0,0,0,112828,2
2,8.2,0,0,0,446443,0,0,0,0,0,0,0,471017,0,0,0,0,113015,2
3,8.3,0,0,0,443626,0,0,0,0,0,0,0,474282,0,0,0,0,112237,2
4,8.4,0,0,0,445342,0,0,0,0,0,0,0,476337,0,0,0,0,112842,2
5,8.5,0,0,0,446147,0,0,0,0,0,0,0,472600,0,0,0,0,112390,2
6,8.6,0,0,0,446489,0,0,0,0,0,0,0,471893,0,0,0,0,113661,2
7,8.7,0,0,0,446676,0,0,0,0,0,0,0,471287,0,0,0,0,113361,2
8,8.8,0,0,0,442613,0,0,0,0,0,0,0,474081,0,0,0,0,112140,2
9,8.9,0,0,0,444652,0,0,0,0,0,0,0,476137,0,0,0,0,112313,2
10,9.0,0,0,0,442714,0,0,0,0,0,0,0,472233,0,0,0,0,109670,2
11,9.1,0,0,0,444436,0,0,0,0,0,0,0,466413,0,0,0,0,107492,2
12,9.2,0,0,0,442129,0,0,0,0,0,0,0,465176,0,0,0,0,101858,2
13,9.3,0,0,0,435759,0,0,0,0,0,0,0,462903,0,0,0,0,93777,2
14,9.4,0,0,0,431668,0,0,0,0,0,0,0,456614,0,0,0,0,82703,2
15,9.5,0,0,0,425928,0,0,0,0,0,0,0,446627,0,0,0,0,67427,2
16,9.6,0,0,0,418641,0,0,0,0,0,0,0,438362,0,0,0,0,50661,2
17,9.7,0,0,0,409446,0,0,0,0,0,0,0,428098,0,0,0,0,33779,2
18,9.8,0,0,0,402829,0,0,0,0,0,0,0,421022,0,0,0,0,18403,2
19,9.9,0,0,0,397320,0,0,0,0,0,0,0,416441,0,0,0,0,7906,2
20,10.0,0,0,0,397876,0,0,0,0,0,0,0,414491,0,0,0,0,3745,2
21,10.1,0,0,0,397137,0,0,0,0,0,0,0,414762,0,0,0,0,6888,2
22,10.2,0,0,0,402864,0,0,0,0,0,0,0,418395,0,0,0,0,16049,2
23,10.3,0,0,0,404084,0,0,0,0,0,0,0,423961,0,0,0,0,31258,2
24,10.4,0,0,0,414764,0,0,0,0,0,0,0,433625,0,0,0,0,48057,2
25,10.5,0,0,0,422547,0,0,0,0,0,0,0,444862,0,0,0,0,64498,2
26,10.6,0,0,0,432251,0,0,0,0,0,0,0,453105,0,0,0,0,80259,2
27,10.7,0,0,0,437873,0,0,0,0,0,0,0,459759,0,0,0,0,92058,2
28,10.8,0,0,0,440573,0,0,0,0,0,0,0,462470,0,0,0,0,100912,2
29,10.9,0,0,0,443244,0,0,0,0,0,0,0,464528,0,0,0,0,106431,2
30,11.0,0,0,0,442641,0,0,0,0,0,0,0,463227,0,0,0,0,109684,2
31,11.1,0,0,0,442137,0,0,0,0,0,0,0,463828,0,0,0,0,111225,2
32,11.2,0,0,0,443878,0,0,0,0,0,0,0,465138,0,0,0,0,112563,2
33,11.3,0,0,0,443961,0,0,0,0,0,0,0,465149,0,0,0,0,112208,2
34,11.4,0,0,0,446029,0,0,0,0,0,0,0,467672,0,0,0,0,112135,2
35,11.5,0,0,0,447624,0,0,0,0,0,0,0,468220,0,0,0,0,112724,2
36,11.6,0,0,0,446162,0,0,0,0,0,0,0,466626,0,0,0,0,111940,2
37,11.7,0,0,0,446179,0,0,0,0,0,0,0,466583,0,0,0,0,112261,2
38,11.8,0,0,0,445764,0,0,0,0,0,0,0,466076,0,0,0,0,111719,2
39,11.9,0,0,0,447700,0,0,0,0,0,0,0,467635,0,0,0,0,112469,2
