,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,read_time
0,8.0,0,0,0,441914,0,0,0,0,0,0,0,468045,0,0,0,0,27,2
1,8.1,0,0,0,443002,0,0,0,0,0,0,0,468738,0,0,0,0,25,2
2,8.2,0,0,0,440181,0,0,0,0,0,0,0,473579,0,0,0,0,18,2
3,8.3,0,0,0,440742,0,0,0,0,0,0,0,470212,0,0,0,0,17,2
4,8.4,0,0,0,443510,0,0,0,0,0,0,0,468380,0,0,0,0,24,2
5,8.5,0,0,0,442120,0,0,0,0,0,0,0,467594,0,0,0,0,20,2
6,8.6,0,0,0,441018,0,0,0,0,0,0,0,470377,0,0,0,0,16,2
7,8.7,0,0,0,444610,0,0,0,0,0,0,0,470406,0,0,0,0,18,2
8,8.8,0,0,0,438771,0,0,0,0,0,0,0,469087,0,0,0,0,20,2
9,8.9,0,0,0,442277,0,0,0,0,0,0,0,468689,0,0,0,0,12,2
10,9.0,0,0,0,439690,0,0,0,0,0,0,0,468263,0,0,0,0,22,2
11,9.1,0,0,0,440947,0,0,0,0,0,0,0,460350,0,0,0,0,19,2
12,9.2,0,0,0,431672,0,0,0,0,0,0,0,467339,0,0,0,0,17,2
13,9.3,0,0,0,434951,0,0,0,0,0,0,0,456315,0,0,0,0,14,2
14,9.4,0,0,0,428173,0,0,0,0,0,0,0,452061,0,0,0,0,14,2
15,9.5,0,0,0,419750,0,0,0,0,0,0,0,447434,0,0,0,0,20,2
16,9.6,0,0,0,414212,0,0,0,0,0,0,0,439531,0,0,0,0,12,2
17,9.7,0,0,0,409500,0,0,0,0,0,0,0,427823,0,0,0,0,16,2
18,9.8,0,0,0,402836,0,0,0,0,0,0,0,418232,0,0,0,0,11,2
19,9.9,0,0,0,397709,0,0,0,0,0,0,0,414500,0,0,0,0,17,2
20,10.0,0,0,0,391521,0,0,0,0,0,0,0,412889,0,0,0,0,17,2
21,10.1,0,0,0,395360,0,0,0,0,0,0,0,415407,0,0,0,0,6,2
22,10.2,0,0,0,398296,0,0,0,0,0,0,0,419754,0,0,0,0,12,2
23,10.3,0,0,0,405528,0,0,0,0,0,0,0,426758,0,0,0,0,10,2
24,10.4,0,0,0,413118,0,0,0,0,0,0,0,434892,0,0,0,0,16,2
25,10.5,0,0,0,422953,0,0,0,0,0,0,0,443749,0,0,0,0,11,2
26,10.6,0,0,0,427802,0,0,0,0,0,0,0,449161,0,0,0,0,10,2
27,10.7,0,0,0,435009,0,0,0,0,0,0,0,456666,0,0,0,0,23,2
28,10.8,0,0,0,438999,0,0,0,0,0,0,0,461146,0,0,0,0,16,2
29,10.9,0,0,0,443264,0,0,0,0,0,0,0,465873,0,0,0,0,13,2
30,11.0,0,0,0,443990,0,0,0,0,0,0,0,466459,0,0,0,0,14,2
31,11.1,0,0,0,444714,0,0,0,0,0,0,0,467171,0,0,0,0,32,2
32,11.2,0,0,0,444029,0,0,0,0,0,0,0,465886,0,0,0,0,22,2
33,11.3,0,0,0,443146,0,0,0,0,0,0,0,466594,0,0,0,0,25,2
34,11.4,0,0,0,444532,0,0,0,0,0,0,0,466082,0,0,0,0,19,2
35,11.5,0,0,0,444341,0,0,0,0,0,0,0,467249,0,0,0,0,28,2
36,11.6,0,0,0,445196,0,0,0,0,0,0,0,464981,0,0,0,0,27,2
37,11.7,0,0,0,443844,0,0,0,0,0,0,0,465353,0,0,0,0,24,2
38,11.8,0,0,0,445868,0,0,0,0,0,0,0,468223,0,0,0,0,29,2
39,11.9,0,0,0,446943,0,0,0,0,0,0,0,467094,0,0,0,0,17,2
