data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-07m-42s,1.0,94.0,11.0,54.0,160.0
2025-05-23--18h-07m-42s,3.5,86.0,16.0,54.5,160.0
2025-05-23--18h-07m-42s,0.5,87.0,16.0,56.5,160.0
2025-05-23--18h-07m-42s,5.5,87.0,14.0,53.5,160.0
2025-05-23--18h-07m-42s,2.0,93.0,12.0,53.0,160.0
2025-05-23--18h-07m-42s,2.0,74.0,21.0,63.0,160.0
2025-05-23--18h-07m-42s,0.0,80.0,23.0,57.0,160.0
2025-05-23--18h-07m-42s,4.0,75.0,12.0,69.0,160.0
2025-05-23--18h-07m-42s,1.5,85.0,18.0,55.5,160.0
2025-05-23--18h-07m-42s,4.0,72.0,16.0,68.0,160.0
2025-05-23--18h-07m-42s,0.5,94.0,14.0,51.5,160.0
2025-05-23--18h-07m-42s,3.0,80.0,12.0,65.0,160.0
2025-05-23--18h-07m-42s,2.5,77.0,16.0,64.5,160.0
2025-05-23--18h-07m-42s,3.5,80.0,16.0,60.5,160.0
2025-05-23--18h-07m-42s,3.0,87.0,16.0,54.0,160.0
2025-05-23--18h-07m-42s,1.5,83.0,16.0,59.5,160.0
2025-05-23--18h-07m-42s,4.0,91.0,7.0,58.0,160.0
2025-05-23--18h-07m-42s,3.0,83.0,9.0,65.0,160.0
2025-05-23--18h-07m-42s,3.0,78.0,12.0,67.0,160.0
2025-05-23--18h-07m-42s,3.5,80.0,16.0,60.5,160.0
2025-05-23--18h-07m-42s,1.5,91.0,16.0,51.5,160.0
2025-05-23--18h-07m-42s,1.5,77.0,11.0,70.5,160.0
2025-05-23--18h-07m-42s,2.0,86.0,17.0,55.0,160.0
2025-05-23--18h-07m-42s,1.0,92.0,12.0,55.0,160.0
2025-05-23--18h-07m-42s,0.5,83.0,21.0,55.5,160.0
2025-05-23--18h-07m-42s,3.5,88.0,18.0,50.5,160.0
2025-05-23--18h-07m-42s,2.5,87.0,17.0,53.5,160.0
2025-05-23--18h-07m-42s,3.0,80.0,14.0,63.0,160.0
2025-05-23--18h-07m-42s,2.5,84.0,18.0,55.5,160.0
2025-05-23--18h-07m-42s,3.5,80.0,17.0,59.5,160.0
2025-05-23--18h-07m-42s,2.0,88.0,13.0,57.0,160.0
2025-05-23--18h-07m-42s,3.5,80.0,16.0,60.5,160.0
2025-05-23--18h-07m-42s,2.0,75.0,21.0,62.0,160.0
2025-05-23--18h-07m-42s,2.0,88.0,7.0,63.0,160.0
2025-05-23--18h-07m-42s,1.5,70.0,16.0,72.5,160.0
2025-05-23--18h-07m-42s,0.0,89.0,17.0,54.0,160.0
2025-05-23--18h-07m-42s,3.0,87.0,15.0,55.0,160.0
2025-05-23--18h-07m-42s,2.0,80.0,16.0,62.0,160.0
2025-05-23--18h-07m-42s,2.5,86.0,13.0,58.5,160.0
2025-05-23--18h-07m-42s,3.5,88.0,12.0,56.5,160.0
2025-05-23--18h-07m-42s,2.0,85.0,12.0,61.0,160.0
2025-05-23--18h-07m-42s,2.0,85.0,15.0,58.0,160.0
2025-05-23--18h-07m-42s,1.0,86.0,17.0,56.0,160.0
2025-05-23--18h-07m-42s,1.0,88.0,17.0,54.0,160.0
2025-05-23--18h-07m-42s,1.5,83.0,16.0,59.5,160.0
