delta_phi,E_nu_1.000,VarCRB_nu_1.000,E_nu_0.970,VarCRB_nu_0.970,E_nu_0.971,VarCRB_nu_0.971,E_nu_0.972,VarCRB_nu_0.972,E_nu_0.973,VarCRB_nu_0.973,E_nu_0.974,VarCRB_nu_0.974,E_nu_0.975,VarCRB_nu_0.975,E_nu_0.976,VarCRB_nu_0.976,E_nu_0.977,VarCRB_nu_0.977,E_nu_0.978,VarCRB_nu_0.978,E_nu_0.979,VarCRB_nu_0.979,E_nu_0.980,VarCRB_nu_0.980
0.00314159265358979,-0.00311012273025496,0.000410237676926661,0.305379210891896,0.000102567750005214,0.305738129630028,0.000104437372409095,0.306095926784751,0.000106452179956942,0.306452617180206,0.000108628164660386,0.306808215335487,0.0001109837797858,0.307162735473427,0.000113540431625114,0.307516191529063,0.000116323094112212,0.307868597157756,0.000119361083640432,0.30821996574302,0.000122689045008393,0.308570310404051,0.000126348218803834,0.308919644002976,0.00013038808863165
0.00628318530717959,-0.00615731663288507,0.00164047610271082,0.302260448977714,0.000409762406137,0.302619312434306,0.000417207331667834,0.302977054514564,0.000425229381788003,0.303333690039892,0.000433891984053597,0.303689233526705,0.000443268305781849,0.304043699195228,0.000453443195503785,0.304397100977942,0.000464515608204343,0.304749452527719,0.000476601661084565,0.305100767225637,0.000489838519748301,0.305451058188514,0.000504389390584077,0.30580033827615,0.000520450004986793
0.00942477796076938,-0.00914161475547437,0.00368929229436727,0.299156909248709,0.000920067908915253,0.299515680582471,0.000936694134002869,0.299873330884934,0.000954605476410281,0.300229874972933,0.000973942649230577,0.300585327358428,0.0009948678919406,0.30093970225729,0.0010175692444746,0.301293013597751,0.00104226588199892,0.301645275028529,0.00106921483073346,0.301996499926644,0.0010987195007208,0.302346701404949,0.00113114063610983,0.302695892319371,0.00116691052163103
0.0125663706143592,-0.0120630721455094,0.00655431738492372,0.296068594242136,0.00163098955388792,0.296427236631385,0.0016602402451401,0.296784758472186,0.00169174274536683,0.297141174574985,0.00172574233826845,0.297496499445503,0.00176252163497136,0.29785074729352,0.0018024079449024,0.298203932041318,0.00184578246550347,0.298556067331803,0.0018930918368433,0.298907166536319,0.00194486280293677,0.299257242762168,0.00200172099999187,0.299606308859854,0.00206441529354403
0.015707963267949,-0.0149217658026935,0.0102322407733329,0.292995507507942,0.00253910089269331,0.293353984158445,0.00258419803873534,0.293711340880973,0.00263274906643115,0.294067592477761,0.00268512770811175,0.294422753446513,0.00274176419100533,0.294776837989181,0.00280315631516164,0.2951298600204,0.00286988324513396,0.29548183317561,0.00294262282398303,0.295832770818857,0.00302217350573962,0.296182686050312,0.00310948241044716,0.296531591713509,0.00320568159305951
0.0188495559215388,-0.0177177946122774,0.0147188159202262,0.289937653606555,0.00364010708175965,0.290295927759376,0.00370399953663936,0.290653082742066,0.00377275495160903,0.291009133346828,0.00384689530379658,0.291364094061576,0.00392702083542043,0.291717979078698,0.00401382527071374,0.292070802303493,0.00410811472775458,0.292422577362275,0.00421083141600967,0.292773317610178,0.00432308359463613,0.293123036138664,0.00444618381011109,0.293471745782754,0.00458169821145938
0.0219911485751286,-0.0204512792594986,0.0200088677754038,0.286895038106046,0.00492892252138147,0.287253073045393,0.00501424173691061,0.287609989709514,0.00510600763332458,0.28796580287877,0.0052049056654774,0.288320527029508,0.00531172309044874,0.288674176342826,0.00542736856469027,0.289026764712992,0.00555289645069791,0.289378305755548,0.00568953720864894,0.289728812815102,0.00583873572751877,0.290078298972828,0.00600220012554371,0.290426777053694,0.00618196451513155
0.0251327412287183,-0.0231223621252409,0.0260963018190502,0.28386766757865,0.00639976021952626,0.284225426639723,0.00650878461905688,0.284582068457178,0.00662597888298721,0.284937607797719,0.00675220233857044,0.285292059124362,0.00688844055673124,0.285645436605184,0.00703582937948513,0.285997754121741,0.00719568465377622,0.286349025277154,0.00736953931793409,0.286699263403894,0.00755919005304199,0.287048481571278,0.00776675650640625,0.287396692592682,0.00799475722566462
0.0282743338823081,-0.0257312071630601,0.0329741146947328,0.280855549596657,0.00804623003916335,0.281212996173503,0.00818085861494886,0.281569326674622,0.00832548291727341,0.281924555851255,0.00848114163326793,0.282278698151323,0.00864902419345558,0.282631767728164,0.00883049909892104,0.282983778448937,0.00902714888769329,0.2833347439027,0.00924081362945939,0.283684677408185,0.00947364547807348,0.28403359202128,0.00972817770667509,0.284381500542239,0.0100074129186213
0.0314159265358979,-0.0282779997577398,0.0406344064084714,0.277858692727666,0.00986144285211135,0.278215790281034,0.0100231781953905,0.278571773062375,0.0101968006085976,0.278926655805669,0.0103835288437768,0.279280452941984,0.0105847561637029,0.279633178608201,0.0108020826775328,0.279984846655408,0.0110373551454467,0.280335470656961,0.0112927163454953,0.280685063916253,0.0115706667942562,0.281033639474183,0.0118741425848817,0.281381210116349,0.0122066144760982
